"","County","County.Name","Election.District...Precinct","Congressional","Legislative","Office.Name","Office.District","Party","Winner","Early.Votes","Election.Night.Votes","Mail.In.Ballot.1.Votes","Provisional.Votes","Mail.In.Ballot.2.Votes","mail2","full_votes","Gabe Albornoz","Brandy H. M. Brooks","Dana E. Gassaway","Evan Glass","Scott Evan Goldberg","Tom Hucker","Will Jawando","Laurie-Anne Sayles"
"1032",16,"Montgomery County","008-011",8,"14","County Council At Large","16","DEM","Y",45,121,91,11,35,35,303,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1033",16,"Montgomery County","008-011",8,"14","County Council At Large","16","DEM","",28,76,35,8,6,6,153,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1034",16,"Montgomery County","008-011",8,"14","County Council At Large","16","DEM","",20,62,49,3,15,15,149,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1035",16,"Montgomery County","008-011",8,"14","County Council At Large","16","DEM","Y",34,131,81,14,41,41,301,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1036",16,"Montgomery County","008-011",8,"14","County Council At Large","16","DEM","Y",38,122,62,8,34,34,264,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1037",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","Y",46,120,43,6,73,73,288,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1038",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","",10,70,13,3,32,32,128,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1039",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","",11,56,11,2,16,16,96,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1040",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","Y",46,147,44,8,81,81,326,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1041",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","",19,91,28,5,27,27,170,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1042",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","",24,69,29,3,44,44,169,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1043",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","Y",36,117,40,5,62,62,260,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1044",16,"Montgomery County","008-012",8,"14","County Council At Large","16","DEM","Y",22,101,31,7,57,57,218,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1045",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","Y",51,105,119,5,20,20,300,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1046",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","",28,63,52,3,7,7,153,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1047",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","",17,45,29,4,3,3,98,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1048",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","Y",66,101,133,5,26,26,331,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1049",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","",34,75,87,4,13,13,213,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1050",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","",30,58,72,4,15,15,179,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1051",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","Y",41,104,122,5,15,15,287,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1052",16,"Montgomery County","008-016",8,"14","County Council At Large","16","DEM","Y",50,89,89,8,12,12,248,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1053",16,"Montgomery County","008-017",4,"14","County Council At Large","16","DEM","Y",0,2,0,0,1,1,3,"Gabe Albornoz",NA,NA,"Evan Glass",NA,NA,NA,"Laurie-Anne Sayles"
"1054",16,"Montgomery County","008-017",4,"14","County Council At Large","16","DEM","",0,1,0,0,0,0,1,NA,"Brandy H. M. Brooks",NA,NA,NA,"Tom Hucker",NA,NA
"1055",16,"Montgomery County","008-017",4,"14","County Council At Large","16","DEM","",0,2,0,0,0,0,2,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1056",16,"Montgomery County","008-017",4,"14","County Council At Large","16","DEM","",0,0,0,0,0,0,0,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1057",16,"Montgomery County","008-017",4,"14","County Council At Large","16","DEM","Y",0,4,0,0,1,1,5,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1058",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","Y",36,50,52,10,16,16,164,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1059",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","",8,22,14,1,6,6,51,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1060",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","",3,24,19,2,6,6,54,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1061",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","Y",40,63,49,12,15,15,179,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1062",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","",31,36,25,5,8,8,105,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1063",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","",29,24,29,4,5,5,91,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1064",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","Y",28,46,38,7,15,15,134,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1065",16,"Montgomery County","008-018",8,"14","County Council At Large","16","DEM","Y",22,46,47,6,15,15,136,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1066",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","Y",51,81,52,6,31,31,221,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1067",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","",34,69,42,6,18,18,169,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1068",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","",23,46,23,3,15,15,110,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1069",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","Y",51,85,65,9,37,37,247,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1070",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","",35,50,43,4,19,19,151,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1071",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","",26,65,47,5,24,24,167,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1072",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","Y",48,75,49,8,29,29,209,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1073",16,"Montgomery County","009-001",6,"17","County Council At Large","16","DEM","Y",39,90,59,8,32,32,228,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1074",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","Y",57,107,89,10,54,54,317,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1075",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","",30,87,44,11,35,35,207,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1076",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","",32,62,42,6,8,8,150,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1077",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","Y",54,102,105,10,68,68,339,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1078",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","",34,79,53,5,34,34,205,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1079",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","",42,82,64,10,23,23,221,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1080",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","Y",55,99,82,8,64,64,308,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1081",16,"Montgomery County","009-002",6,"17","County Council At Large","16","DEM","Y",58,116,98,11,57,57,340,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1082",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","Y",37,57,20,4,50,50,168,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1083",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","",10,43,14,0,20,20,87,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1084",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","",10,43,15,0,9,9,77,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1085",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","Y",34,62,23,5,52,52,176,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1086",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","",24,51,19,3,30,30,127,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1087",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","",19,25,10,1,30,30,85,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1088",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","Y",25,56,15,5,48,48,149,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1089",16,"Montgomery County","009-003",6,"17","County Council At Large","16","DEM","Y",25,65,19,2,43,43,154,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1090",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","Y",13,84,65,9,40,40,211,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1091",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","",8,43,40,4,23,23,118,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1092",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","",8,34,26,5,13,13,86,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1093",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","Y",13,88,67,9,43,43,220,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1094",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","",9,56,33,6,28,28,132,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1095",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","",8,42,40,4,26,26,120,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1096",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","Y",13,71,51,10,37,37,182,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1097",16,"Montgomery County","009-004",8,"19","County Council At Large","16","DEM","Y",12,65,60,6,42,42,185,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1098",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","Y",27,61,56,7,67,67,218,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1099",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","",13,45,20,3,16,16,97,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1100",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","",11,35,11,7,10,10,74,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1101",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","Y",30,59,60,6,65,65,220,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1102",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","",18,35,28,8,33,33,122,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1103",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","",17,35,27,3,45,45,127,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1104",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","Y",31,65,65,4,64,64,229,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1105",16,"Montgomery County","009-005",6,"39","County Council At Large","16","DEM","Y",23,62,49,4,40,40,178,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1106",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","Y",27,110,101,8,43,43,289,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1107",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","",19,70,39,5,23,23,156,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1108",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","",17,55,30,4,11,11,117,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1109",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","Y",27,100,106,10,60,60,303,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1110",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","",13,62,94,7,37,37,213,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1111",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","",11,61,67,5,29,29,173,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1112",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","Y",24,102,90,8,53,53,277,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1113",16,"Montgomery County","009-006",6,"17","County Council At Large","16","DEM","Y",32,114,86,8,53,53,293,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1114",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","Y",36,79,33,5,40,40,193,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1115",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","",24,71,32,5,33,33,165,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1116",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","",23,58,23,4,11,11,119,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1117",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","Y",36,78,57,5,38,38,214,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1118",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","",17,52,33,3,30,30,135,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1119",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","",22,58,26,2,32,32,140,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1120",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","Y",37,74,35,4,42,42,192,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1121",16,"Montgomery County","009-007",6,"39","County Council At Large","16","DEM","Y",30,64,39,8,42,42,183,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1122",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","Y",36,87,60,5,29,29,217,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1123",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","",20,90,36,6,22,22,174,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1124",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","",20,61,33,1,13,13,128,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1125",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","Y",51,105,62,4,30,30,252,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1126",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","",25,53,42,2,21,21,143,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1127",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","",38,57,40,2,16,16,153,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1128",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","Y",42,102,63,5,38,38,250,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1129",16,"Montgomery County","009-008",6,"39","County Council At Large","16","DEM","Y",39,96,74,6,31,31,246,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1130",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","Y",43,131,72,13,57,57,316,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1131",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","",33,88,34,6,31,31,192,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1132",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","",27,90,21,4,14,14,156,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1133",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","Y",52,111,76,11,54,54,304,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1134",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","",24,74,36,6,44,44,184,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1135",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","",30,85,38,5,34,34,192,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1136",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","Y",50,123,73,12,49,49,307,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1137",16,"Montgomery County","009-009",8,"39","County Council At Large","16","DEM","Y",48,111,57,8,48,48,272,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1138",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","Y",8,27,0,1,25,25,61,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1139",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","",2,20,0,2,16,16,40,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1140",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","",2,14,0,0,7,7,23,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1141",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","Y",9,43,0,4,34,34,90,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1142",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","",3,26,0,2,17,17,48,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1143",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","",4,22,0,1,20,20,47,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1144",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","Y",5,25,0,3,25,25,58,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1145",16,"Montgomery County","009-010",6,"19","County Council At Large","16","DEM","Y",6,19,0,1,27,27,53,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1146",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","Y",29,121,55,7,37,37,249,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1147",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","",12,69,35,2,17,17,135,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1148",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","",8,52,35,1,9,9,105,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1149",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","Y",28,107,65,7,37,37,244,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1150",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","",7,82,32,2,24,24,147,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1151",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","",13,62,39,7,18,18,139,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1152",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","Y",28,110,71,9,34,34,252,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1153",16,"Montgomery County","009-011",6,"39","County Council At Large","16","DEM","Y",27,99,57,9,29,29,221,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1154",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","Y",25,67,55,4,56,56,207,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1155",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","",11,40,16,5,23,23,95,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1156",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","",10,28,17,5,19,19,79,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1157",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","Y",28,64,54,10,51,51,207,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1158",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","",11,35,31,6,39,39,122,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1159",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","",17,28,28,5,34,34,112,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1160",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","Y",25,72,38,4,40,40,179,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1161",16,"Montgomery County","009-012",6,"39","County Council At Large","16","DEM","Y",26,68,31,4,40,40,169,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1162",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","Y",53,141,126,14,33,33,367,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1163",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","",19,52,41,4,18,18,134,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1164",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","",20,37,23,2,11,11,93,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1165",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","Y",57,147,133,16,43,43,396,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1166",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","",35,79,95,5,22,22,236,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1167",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","",17,51,43,7,23,23,141,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1168",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","Y",40,114,100,13,31,31,298,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1169",16,"Montgomery County","009-013",6,"17","County Council At Large","16","DEM","Y",45,107,93,10,34,34,289,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1170",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","Y",48,106,97,14,54,54,319,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1171",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","",26,65,30,7,19,19,147,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1172",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","",10,50,31,6,13,13,110,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1173",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","Y",44,124,112,11,61,61,352,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1174",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","",23,79,63,10,33,33,208,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1175",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","",27,64,83,10,30,30,214,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1176",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","Y",38,111,85,11,53,53,298,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1177",16,"Montgomery County","009-014",8,"19","County Council At Large","16","DEM","Y",37,96,87,8,46,46,274,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1178",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","Y",27,58,42,3,49,49,179,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1179",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","",27,44,27,3,19,19,120,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1180",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","",15,32,18,3,15,15,83,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1181",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","Y",27,62,44,3,44,44,180,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1182",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","",20,34,39,2,35,35,130,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1183",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","",17,40,35,2,18,18,112,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1184",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","Y",28,58,41,3,33,33,163,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1185",16,"Montgomery County","009-015",6,"17","County Council At Large","16","DEM","Y",37,53,36,5,52,52,183,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1186",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","Y",21,58,35,11,15,15,140,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"1187",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","",14,39,29,6,12,12,100,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"1188",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","",15,39,20,6,6,6,86,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"1189",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","Y",23,61,37,12,18,18,151,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"1190",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","",14,45,28,5,7,7,99,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"1191",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","",16,30,27,4,17,17,94,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"1192",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","Y",25,59,42,6,18,18,150,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"1193",16,"Montgomery County","009-016",6,"17","County Council At Large","16","DEM","Y",23,43,47,10,19,19,142,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"1194",16,"Montgomery County","009-018",6,"39","County Council At Large","16","DEM","Y",18,66,20,5,48,48,157,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
